student_id,age,gender,program,prior_gpa,total_logins,avg_session_duration,time_spent_on_materials,num_forum_posts,num_forum_replies,late_submissions,quiz_attempts,quiz_scores_avg,assignment_scores_avg,final_exam_score,text_feature_1,text_feature_2,text_feature_3,text_feature_4,text_feature_5,student_performance
S0193,18,Female,BSc,3.72,119,54.16,43.57,12,15,0,5,74.13,73.63,80.79,0.738,0.353,0.95,0.414,0.631,Pass
S0194,18,Female,Diploma,3.91,118,52.06,38.0,17,12,2,1,62.58,76.51,85.77,0.222,0.689,0.514,0.342,0.348,Pass
S0195,36,Male,BSc,3.0,112,27.29,47.02,17,9,3,8,82.53,74.89,45.65,0.375,0.437,0.248,0.277,0.958,Pass
S0196,19,Male,Diploma,3.86,115,40.9,20.61,19,9,3,3,41.0,81.46,51.09,0.301,0.627,0.345,0.811,0.696,Fail
S0197,38,Male,Diploma,3.17,115,34.48,45.54,17,6,1,4,59.84,57.61,58.11,0.328,0.717,0.757,0.138,0.578,Pass
S0198,29,Male,BSc,3.08,100,58.36,19.64,18,10,5,9,45.19,48.63,46.5,0.808,0.05,0.508,0.84,0.953,Pass
S0199,23,Female,BSc,2.91,136,57.5,37.98,16,12,0,3,95.23,85.0,84.29,0.656,0.328,0.605,0.027,0.456,Fail
S0200,21,Female,Diploma,2.42,116,59.19,38.14,14,14,5,5,92.59,51.78,70.03,0.727,0.036,0.603,0.588,0.19,Fail
S0201,28,Male,Diploma,2.01,124,53.32,5.83,16,9,2,8,98.09,46.85,56.61,0.569,0.409,0.479,0.325,0.81,Fail
S0202,34,Male,BSc,2.48,130,55.48,21.25,14,11,3,6,78.61,61.56,31.12,0.366,0.791,0.077,0.279,0.403,Fail
S0203,23,Other,BSc,3.02,122,20.86,5.87,14,14,1,3,88.42,89.97,52.81,0.405,0.441,0.652,0.574,0.521,Fail
S0204,22,Female,MSc,2.76,126,51.55,49.87,15,10,0,8,76.71,44.93,88.56,0.838,0.196,0.86,0.811,0.196,Pass
S0205,37,Female,MSc,2.9,115,45.44,10.5,15,10,2,5,69.52,51.73,82.05,0.624,0.223,0.943,0.493,0.204,Pass
S0206,19,Male,BSc,3.96,111,58.14,29.43,15,15,5,6,90.03,68.52,34.72,0.636,0.707,0.605,0.242,0.735,Pass
S0207,23,Female,MSc,2.7,90,38.56,40.58,22,8,1,3,86.57,57.26,86.1,0.93,0.952,0.679,0.84,0.979,Pass
S0208,39,Male,BSc,2.9,114,14.26,14.06,25,12,1,8,84.0,83.3,42.53,0.043,0.477,0.291,0.475,0.917,Fail
S0209,28,Female,BSc,2.27,121,39.87,26.83,15,5,5,4,93.63,80.49,99.09,0.983,0.905,0.197,0.803,0.818,Fail
S0210,33,Other,BSc,2.1,108,44.33,32.33,15,12,0,9,95.72,90.55,90.8,0.579,0.715,0.905,0.994,0.04,Fail
S0211,33,Male,BSc,3.55,120,21.02,12.21,19,10,0,5,66.72,52.23,93.93,0.257,0.935,0.329,0.106,0.313,Fail
S0212,18,Male,BSc,3.14,144,29.71,40.03,15,13,0,1,56.97,78.94,83.86,0.518,0.386,0.788,0.611,0.435,Fail
S0213,26,Male,BSc,3.52,98,39.93,18.47,12,5,0,9,70.71,86.48,79.75,0.997,0.886,0.862,0.567,0.78,Fail
S0214,23,Male,BSc,2.3,114,28.71,14.5,10,12,2,8,45.58,43.76,47.11,0.336,0.33,0.892,0.597,0.344,Fail
S0215,33,Male,BSc,3.14,113,28.75,30.12,17,9,0,5,96.29,42.21,71.05,0.845,0.443,0.4,0.026,0.679,Pass
S0216,20,Male,BSc,2.51,112,16.65,23.46,16,16,0,3,99.03,73.56,78.75,0.533,0.312,0.139,0.182,0.225,Fail
S0217,37,Female,Diploma,2.46,119,57.04,46.41,14,4,0,9,79.16,75.27,50.17,0.865,0.481,0.695,0.461,0.474,Pass
S0218,21,Female,BSc,2.02,137,47.52,44.6,18,7,2,7,84.77,63.57,57.88,0.822,0.771,0.232,0.626,0.68,Fail
S0219,36,Male,BSc,2.26,106,10.06,26.75,11,10,3,8,59.42,42.16,96.29,0.405,0.068,0.371,0.358,0.691,Pass
S0220,20,Other,MSc,2.62,104,48.28,21.17,12,6,1,3,91.98,64.12,58.56,0.81,0.396,0.646,0.643,0.648,Fail
S0221,36,Male,Diploma,2.23,107,46.99,19.65,12,11,4,6,94.02,78.53,52.08,0.554,0.629,0.868,0.922,0.092,Pass
S0222,37,Other,BSc,3.97,116,10.49,17.04,11,16,5,4,44.61,82.11,37.5,0.012,0.519,0.413,0.451,0.459,Fail
S0223,24,Male,MSc,2.62,133,28.48,29.5,12,7,1,3,47.89,69.57,53.89,0.895,0.637,0.442,0.455,0.845,Pass
S0224,37,Female,MSc,2.26,126,40.34,41.22,15,10,2,4,55.65,71.5,72.85,0.217,0.015,0.478,0.96,0.814,Fail
S0225,26,Female,MSc,2.4,110,32.64,18.98,18,12,5,2,82.22,80.36,40.34,0.408,0.175,0.57,0.88,0.717,Pass
S0226,18,Female,BSc,3.18,101,48.9,13.55,17,12,0,5,51.0,66.96,72.37,0.54,0.735,0.965,0.553,0.555,Fail
S0227,25,Other,MSc,2.13,112,31.27,26.4,16,12,2,8,53.2,55.81,81.88,0.479,0.567,0.635,0.204,0.568,Fail
S0228,24,Male,BSc,3.72,105,17.69,8.11,17,23,3,5,62.91,53.38,83.78,0.013,0.938,0.038,0.958,0.969,Pass
S0229,35,Other,MSc,3.92,120,58.82,36.56,12,12,4,2,76.7,85.17,98.94,0.527,0.332,0.185,0.162,0.238,Fail
S0230,25,Male,MSc,2.49,122,22.1,28.33,14,13,3,7,98.58,69.25,60.42,0.476,0.743,0.399,0.781,0.565,Pass
S0231,18,Male,BSc,2.9,109,45.88,27.34,13,13,0,8,87.03,77.45,32.27,0.019,0.132,0.572,0.161,0.608,Fail
S0232,28,Male,Diploma,2.04,105,17.16,18.52,12,10,2,4,73.5,68.27,89.83,0.445,0.69,0.291,0.822,0.389,Pass
S0233,35,Female,BSc,3.28,127,26.45,45.71,18,7,2,3,42.96,89.13,35.85,0.797,0.019,0.393,0.22,0.444,Fail
S0234,27,Male,Diploma,2.83,114,32.1,9.07,17,11,0,8,71.01,69.81,90.32,0.947,0.159,0.088,0.058,0.123,Fail
S0235,20,Female,BSc,2.54,118,19.61,44.14,16,11,0,2,52.25,99.28,98.79,0.062,0.685,0.117,0.197,0.646,Fail
S0236,24,Female,BSc,2.41,124,32.5,21.95,15,9,4,7,58.0,54.56,93.48,0.446,0.055,0.971,0.6,0.614,Pass
S0237,33,Female,BSc,3.31,127,17.86,44.63,13,19,3,8,55.05,48.31,97.48,0.853,0.909,0.057,0.068,0.777,Fail
S0238,33,Female,Diploma,2.83,114,37.95,37.79,7,11,0,5,60.85,62.42,31.63,0.696,0.217,0.321,0.611,0.789,Fail
S0239,37,Male,BSc,2.36,131,43.19,9.69,13,10,0,7,43.74,95.12,30.8,0.603,0.792,0.229,0.331,0.102,Pass
S0240,34,Male,BSc,3.38,111,13.12,42.42,20,11,3,9,74.61,91.14,44.72,0.985,0.809,0.716,0.195,0.699,Fail
S0241,19,Male,BSc,3.13,121,53.56,35.7,16,13,0,8,42.75,54.84,85.91,0.862,0.81,0.755,0.387,0.767,Fail
S0242,18,Male,MSc,3.72,128,19.26,6.45,15,14,5,5,79.64,75.98,36.26,0.485,0.405,0.965,0.147,0.865,Fail
S0243,33,Male,MSc,2.23,117,21.27,11.02,13,11,4,4,83.85,75.34,82.26,0.322,0.516,0.363,0.503,0.818,Pass
S0244,29,Male,BSc,3.57,131,43.07,33.6,15,11,4,3,69.16,57.6,30.88,0.183,0.755,0.446,0.935,0.547,Pass
S0245,22,Male,BSc,3.35,138,33.44,34.82,17,8,3,6,86.88,54.12,81.18,0.041,0.91,0.924,0.18,0.973,Fail
S0246,22,Other,BSc,2.23,126,34.97,38.6,14,17,1,4,98.04,63.4,47.5,0.446,0.914,0.364,0.023,0.795,Fail
S0247,26,Female,BSc,3.39,122,16.41,37.41,17,8,4,4,60.4,87.32,60.83,0.886,0.163,0.554,0.832,0.462,Fail
S0248,26,Male,BSc,2.88,118,50.29,34.68,17,9,2,7,77.13,51.5,98.36,0.788,0.638,0.721,0.919,0.417,Pass
S0249,20,Female,MSc,3.89,112,40.85,39.48,12,15,2,5,59.42,66.74,68.62,0.771,0.713,0.439,0.381,0.881,Fail
S0250,36,Male,BSc,2.28,111,16.77,30.88,20,8,1,1,66.6,68.9,35.22,0.205,0.319,0.974,0.277,0.872,Pass
S0251,33,Male,BSc,3.29,105,28.7,16.74,20,8,4,5,41.25,96.35,91.12,0.371,0.551,0.398,0.221,0.691,Fail
S0252,33,Female,BSc,2.76,133,50.52,46.06,21,11,0,6,44.46,58.21,52.66,0.967,0.893,0.985,0.691,0.034,Fail
S0253,20,Female,Diploma,3.91,113,38.42,5.82,15,11,5,1,87.85,41.18,70.97,0.554,0.623,0.12,0.828,0.73,Fail
S0254,37,Male,Diploma,2.66,127,15.43,21.5,13,7,1,3,48.39,81.62,79.82,0.448,0.292,0.222,0.964,0.802,Pass
S0255,39,Other,Diploma,3.92,125,28.64,37.8,19,13,0,6,81.95,85.35,84.43,0.693,0.948,0.204,0.858,0.583,Fail
S0256,18,Female,BSc,3.8,134,22.13,24.22,15,13,5,7,82.53,82.18,60.27,0.933,0.661,0.742,0.222,0.345,Pass
S0257,37,Female,BSc,2.54,118,35.87,6.12,9,5,2,7,99.77,82.04,84.12,0.302,0.694,0.411,0.86,0.213,Fail
S0258,28,Female,BSc,3.61,131,52.17,7.97,16,10,5,7,81.74,68.99,38.18,0.796,0.813,0.628,0.148,0.327,Pass
S0259,34,Female,BSc,3.99,119,31.81,34.19,12,12,1,9,47.72,41.12,66.8,0.398,0.465,0.737,0.338,0.018,Pass
S0260,25,Male,MSc,2.51,110,31.67,48.42,9,7,4,2,77.59,83.8,31.53,0.866,0.432,0.283,0.819,0.879,Pass
S0261,21,Male,MSc,2.87,106,55.27,29.83,7,6,2,3,71.45,96.19,58.44,0.731,0.354,0.231,0.713,0.057,Fail
S0262,23,Male,Diploma,3.04,108,38.81,27.8,16,12,4,7,95.04,49.44,55.53,0.391,0.759,0.585,0.734,0.573,Pass
S0263,25,Female,Diploma,2.59,127,38.31,19.32,18,14,0,6,81.41,44.07,98.47,0.24,0.483,0.773,0.23,0.963,Fail
S0264,37,Female,BSc,2.03,86,23.1,16.55,10,8,4,1,71.11,55.91,57.85,0.203,0.014,0.778,0.928,0.247,Pass
S0265,20,Male,MSc,2.44,109,40.39,5.94,18,12,5,7,77.45,90.99,93.5,0.155,0.224,0.628,0.579,0.621,Pass
S0266,33,Other,BSc,2.56,111,38.8,17.28,12,10,1,2,66.61,46.37,60.47,0.008,0.157,0.243,0.697,0.609,Pass
S0267,20,Other,BSc,2.89,122,29.84,25.21,18,4,0,4,70.5,82.91,67.34,0.624,0.571,0.745,0.942,0.674,Pass
S0268,35,Female,MSc,2.34,129,59.53,13.91,10,10,1,7,83.34,43.78,54.55,0.745,0.608,0.798,0.943,0.605,Pass
S0269,31,Female,BSc,3.75,139,54.09,8.93,10,4,5,4,44.7,41.97,74.8,0.181,0.77,0.651,0.934,0.272,Fail
S0270,35,Female,BSc,3.41,118,47.48,37.3,16,8,0,6,76.92,93.48,81.74,0.97,0.552,0.964,0.784,0.866,Fail
S0271,19,Male,BSc,2.17,131,36.87,45.26,10,12,1,9,45.29,86.23,85.37,0.324,0.219,0.624,0.374,0.986,Pass
S0272,39,Female,MSc,3.3,115,33.1,47.15,8,12,2,5,91.3,75.92,78.58,0.495,0.11,0.499,0.535,0.005,Pass
S0273,20,Male,MSc,3.31,108,19.24,32.81,15,14,1,3,96.55,50.32,53.1,0.245,0.001,0.561,0.292,0.173,Pass
S0274,33,Female,BSc,3.91,118,25.29,7.37,16,5,2,6,86.81,56.73,53.14,0.839,0.03,0.692,0.573,0.772,Fail
S0275,26,Male,Diploma,2.01,121,48.7,38.34,10,10,5,4,83.08,42.92,54.35,0.132,0.872,0.322,0.009,0.657,Fail
S0276,21,Female,BSc,2.5,123,32.69,9.95,17,9,3,9,96.62,78.72,32.65,0.859,0.354,0.528,0.412,0.042,Fail
S0277,18,Other,BSc,3.86,103,54.11,35.14,16,12,4,2,53.11,81.17,96.01,0.753,0.941,0.42,0.144,0.505,Fail
S0278,21,Male,MSc,3.86,135,17.4,40.07,18,12,0,5,53.73,59.61,43.7,0.905,0.606,0.212,0.553,0.327,Fail
S0279,18,Female,MSc,3.44,137,35.42,37.66,13,11,4,9,68.86,60.3,41.14,0.024,0.914,0.794,0.924,0.683,Pass
S0280,31,Other,Diploma,3.53,113,42.35,47.83,16,11,5,7,40.45,77.74,68.66,0.45,0.493,0.205,0.386,0.164,Fail
S0281,38,Female,BSc,2.18,135,35.84,38.22,16,9,2,5,97.9,96.74,33.32,0.473,0.646,0.257,0.944,0.647,Fail
S0282,33,Female,MSc,3.03,122,54.46,36.19,12,11,2,8,41.94,63.68,88.65,0.22,0.167,0.17,0.974,0.237,Pass
S0283,37,Female,MSc,2.46,121,59.48,16.78,12,11,2,2,75.77,69.62,91.33,0.168,0.164,0.344,0.615,0.079,Pass
S0284,25,Male,Diploma,2.36,130,15.79,46.61,11,12,1,4,61.24,81.9,57.85,0.159,0.976,0.618,0.14,0.55,Fail
S0285,24,Male,BSc,3.62,138,16.5,13.08,10,10,4,6,46.18,60.54,98.0,0.241,0.974,0.389,0.142,0.613,Fail
S0286,20,Male,MSc,2.27,130,16.52,45.72,11,12,2,7,41.48,92.13,52.7,0.137,0.518,0.852,0.346,0.477,Pass
S0287,34,Female,MSc,2.94,101,44.06,19.07,15,7,3,8,55.75,90.77,48.22,0.108,0.646,0.112,0.327,0.841,Fail
S0288,18,Male,BSc,3.88,124,28.63,10.86,16,10,5,4,46.4,80.46,99.28,0.15,0.84,0.631,0.141,0.168,Fail
S0289,33,Female,BSc,2.37,114,46.67,42.2,9,12,2,9,96.42,72.22,47.52,0.663,0.729,0.656,0.714,0.362,Fail
S0290,29,Female,BSc,3.96,131,30.27,5.11,14,7,4,7,54.69,99.01,61.1,0.001,0.529,0.595,0.688,0.231,Fail
S0291,36,Female,MSc,3.99,124,41.38,42.44,14,9,2,2,45.65,82.14,72.83,0.17,0.83,0.841,0.988,0.34,Pass
S0292,39,Female,Diploma,3.11,120,48.49,16.8,12,11,2,9,86.18,78.59,52.58,0.059,0.476,0.48,0.037,0.575,Fail
S0293,39,Other,MSc,2.34,108,37.41,44.81,13,5,0,7,64.86,92.61,56.9,0.261,0.119,0.605,0.282,0.562,Fail
S0294,31,Male,MSc,2.63,127,36.98,36.12,12,19,2,5,90.62,73.3,80.45,0.015,0.366,0.865,0.65,0.868,Pass
S0295,23,Female,MSc,2.85,111,14.41,34.98,19,8,4,3,90.31,54.58,80.61,0.74,0.72,0.87,0.02,0.42,Pass
S0296,23,Female,BSc,2.62,122,30.54,21.44,21,13,5,9,99.54,48.27,86.25,0.96,0.177,0.654,0.79,0.934,Pass
S0297,30,Female,BSc,2.56,126,37.29,7.67,8,7,0,7,88.23,68.26,71.56,0.872,0.677,0.711,0.343,0.224,Fail
S0298,36,Other,BSc,3.94,105,33.1,42.35,15,10,0,3,52.85,70.94,46.35,0.959,0.976,0.425,0.411,0.452,Fail
S0299,39,Male,BSc,2.31,115,55.04,12.69,16,13,2,5,75.19,89.66,53.32,0.461,0.842,0.431,0.882,0.695,Pass
S0300,25,Male,BSc,3.47,126,55.33,21.75,17,8,2,3,71.58,48.37,93.05,0.965,0.675,0.412,0.918,0.23,Fail
S0301,19,Female,MSc,2.0,126,51.1,32.02,13,15,3,3,70.49,80.87,81.36,0.965,0.043,0.641,0.018,0.204,Pass
S0302,38,Male,BSc,3.19,127,28.76,26.7,18,10,4,7,57.81,58.25,36.16,0.464,0.158,0.989,0.773,0.851,Fail
S0303,18,Female,BSc,3.83,130,45.86,13.94,15,18,5,9,52.61,96.34,82.75,0.979,0.675,0.267,0.757,0.584,Pass
S0304,32,Female,BSc,2.58,118,29.76,11.33,21,6,4,5,83.01,68.23,53.15,0.267,0.367,0.608,0.395,0.235,Pass
S0305,18,Male,BSc,2.37,140,21.63,10.55,6,13,1,4,46.11,77.34,31.63,0.43,0.234,0.875,0.694,0.377,Pass
S0306,22,Female,Diploma,3.3,110,27.15,43.84,9,6,5,4,42.98,79.01,63.86,0.945,0.389,0.574,0.512,0.122,Fail
S0307,33,Male,Diploma,3.43,111,13.55,6.42,15,14,1,3,62.87,45.46,91.84,0.424,0.078,0.171,0.788,0.303,Pass
S0308,36,Female,MSc,3.38,132,26.59,48.97,11,12,4,8,84.64,91.13,61.1,0.089,0.719,0.802,0.578,0.916,Fail
S0309,21,Female,BSc,2.64,113,33.04,13.93,13,8,2,1,92.11,49.85,99.22,0.849,0.553,0.737,0.329,0.636,Pass
S0310,20,Other,MSc,2.5,119,57.77,9.96,21,6,0,3,72.41,63.85,42.47,0.977,0.8,0.375,0.932,0.825,Fail
S0311,34,Male,Diploma,3.91,126,25.67,30.96,17,12,3,2,90.4,80.35,54.56,0.037,0.746,0.976,0.318,0.275,Fail
S0312,34,Female,MSc,3.85,101,55.12,8.6,7,8,2,7,41.52,43.31,31.16,0.64,0.11,0.675,0.227,0.452,Fail
S0313,29,Female,BSc,2.91,116,21.44,32.11,21,15,5,6,67.32,74.83,33.52,0.892,0.797,0.108,0.761,0.412,Pass
S0314,31,Female,MSc,3.69,130,19.55,43.28,8,13,5,1,48.0,64.59,54.8,0.994,0.3,0.471,0.341,0.586,Pass
S0315,38,Female,Diploma,2.9,103,35.95,7.16,17,7,0,3,74.96,43.83,66.99,0.266,0.913,0.617,0.943,0.681,Fail
S0316,23,Male,MSc,2.85,102,43.63,40.99,12,11,5,4,95.26,83.58,46.6,0.186,0.015,0.408,0.994,0.877,Pass
S0317,20,Male,MSc,2.31,111,12.22,22.75,14,11,4,7,40.43,70.08,41.65,0.847,0.569,0.095,0.015,0.839,Fail
S0318,26,Male,BSc,2.85,139,21.05,12.18,9,10,5,3,80.09,58.21,59.45,0.177,0.077,0.71,0.001,0.741,Fail
S0319,22,Female,MSc,3.07,115,32.78,12.92,15,10,2,4,87.54,45.06,41.95,0.192,0.321,0.172,0.777,0.485,Fail
S0320,34,Male,BSc,2.05,121,26.55,46.34,19,11,5,7,84.67,72.85,74.16,0.166,0.039,0.987,0.714,0.68,Pass
S0321,31,Male,MSc,2.89,132,45.63,9.98,11,10,3,4,41.19,58.36,96.87,0.503,0.435,0.796,0.827,0.061,Fail
S0322,38,Other,BSc,3.56,120,35.56,44.01,17,8,5,9,50.43,96.8,86.46,0.859,0.762,0.486,0.476,0.835,Fail
S0323,20,Male,BSc,3.36,114,18.02,29.49,15,12,1,6,45.66,75.49,45.06,0.794,0.139,0.549,0.969,0.735,Pass
S0324,18,Other,BSc,3.27,121,54.72,6.76,8,10,0,2,45.13,57.1,96.58,0.973,0.776,0.525,0.605,0.709,Pass
S0325,37,Female,MSc,3.82,135,24.65,25.9,7,10,2,1,83.81,71.72,82.58,0.729,0.748,0.93,0.309,0.829,Fail
S0326,38,Female,BSc,2.04,112,46.56,41.79,13,12,3,8,65.49,72.37,40.85,0.57,0.885,0.631,0.935,0.424,Pass
S0327,18,Male,MSc,3.11,103,49.0,37.68,15,7,2,3,83.49,83.61,70.56,0.099,0.645,0.775,0.691,0.725,Fail
S0328,20,Male,MSc,3.57,116,58.16,27.0,15,12,4,7,61.65,94.13,97.65,0.029,0.965,0.264,0.414,0.418,Fail
S0329,35,Female,BSc,3.08,107,34.93,43.7,24,7,0,4,47.02,97.76,36.77,0.907,0.744,0.62,0.12,0.323,Fail
S0330,27,Female,BSc,2.65,118,40.79,10.42,23,11,4,3,83.11,83.07,48.97,0.492,0.115,0.571,0.214,0.824,Pass
S0331,39,Female,BSc,2.27,119,26.74,45.95,15,11,5,9,77.56,72.75,56.19,0.829,0.599,0.36,0.045,0.629,Pass
S0332,20,Male,Diploma,3.78,106,43.91,43.09,8,7,4,6,46.78,53.5,38.09,0.785,0.79,0.484,0.14,0.065,Fail
S0333,25,Female,MSc,2.94,121,33.17,36.87,18,5,5,6,95.46,64.18,50.95,0.056,0.249,0.141,0.169,0.699,Pass
S0334,31,Female,BSc,3.76,116,31.88,41.8,16,11,1,6,58.54,69.33,78.46,0.18,0.692,0.352,0.775,0.159,Pass
S0335,35,Female,BSc,3.17,112,52.77,29.47,14,9,4,3,79.28,47.7,63.41,0.023,0.089,0.966,0.538,0.607,Pass
S0336,32,Female,MSc,3.35,103,12.51,35.38,20,6,3,6,41.92,55.38,59.48,0.967,0.776,0.113,0.422,0.821,Pass
S0337,39,Female,Diploma,3.61,148,54.1,30.23,12,16,0,4,66.58,99.07,60.24,0.665,0.216,0.806,0.559,0.788,Pass
S0338,19,Female,Diploma,3.32,161,52.6,20.99,24,7,1,2,97.86,85.4,83.18,0.626,0.463,0.729,0.866,0.466,Pass
S0339,27,Male,MSc,2.8,134,35.32,30.6,19,4,2,3,93.19,68.92,99.39,0.03,0.593,0.09,0.325,0.55,Fail
S0340,19,Female,BSc,3.03,142,34.51,16.59,13,9,4,4,53.28,53.56,71.21,0.345,0.281,0.02,0.269,0.385,Fail
S0341,34,Male,BSc,3.61,125,28.09,24.81,17,9,2,1,92.75,74.41,82.61,0.29,0.628,0.666,0.78,0.186,Fail
S0342,25,Male,BSc,2.75,111,59.71,17.63,16,12,1,7,57.58,53.91,56.08,0.619,0.43,0.323,0.483,0.481,Fail
S0343,18,Male,BSc,2.78,121,15.56,10.53,20,4,2,5,91.13,51.59,90.24,0.639,0.559,0.631,0.98,0.81,Fail
S0344,26,Male,BSc,2.19,118,39.51,19.48,16,9,3,9,83.75,45.63,59.42,0.292,0.533,0.229,0.519,0.712,Fail
S0345,28,Male,BSc,3.83,118,44.08,43.34,13,12,1,6,61.12,60.75,95.46,0.066,0.137,0.007,0.379,0.767,Fail
S0346,39,Male,BSc,2.18,148,56.72,22.15,14,13,0,8,94.65,72.5,82.05,0.45,0.571,0.59,0.09,0.174,Fail
S0347,33,Female,Diploma,3.3,135,49.01,38.66,15,6,0,9,69.12,49.56,79.52,0.915,0.459,0.419,0.751,0.045,Pass
S0348,24,Other,MSc,2.83,110,42.19,12.88,16,7,0,6,59.06,52.03,50.31,0.841,0.67,0.145,0.065,0.003,Pass
S0349,27,Male,Diploma,2.81,100,15.84,24.1,11,16,0,7,56.78,63.47,85.73,0.294,0.325,0.177,0.287,0.562,Pass
S0350,20,Other,MSc,3.36,108,28.69,10.17,16,7,1,6,96.34,69.37,37.37,0.113,0.201,0.562,0.704,0.931,Pass
S0351,35,Female,BSc,2.13,117,16.94,11.24,8,11,1,6,85.51,85.74,67.66,0.511,0.113,0.592,0.995,0.883,Fail
S0352,30,Male,MSc,3.19,118,54.06,32.78,21,5,5,2,60.99,74.0,81.48,0.78,0.735,0.756,0.091,0.52,Fail
S0353,24,Male,BSc,3.54,128,47.48,32.34,16,10,1,5,55.25,77.06,91.85,0.69,0.073,0.915,0.128,0.088,Fail
S0354,21,Female,MSc,3.66,118,47.88,14.6,13,9,4,6,52.7,81.77,69.88,0.123,0.423,0.543,0.095,0.786,Pass
S0355,30,Female,BSc,2.34,120,42.61,26.35,15,11,5,5,54.67,67.06,48.08,0.2,0.56,0.491,0.906,0.893,Pass
S0356,37,Female,Diploma,3.79,129,35.35,43.85,13,7,1,4,46.66,60.59,89.42,0.238,0.538,0.985,0.332,0.074,Pass
S0357,18,Male,BSc,3.31,135,17.5,12.84,22,11,1,6,69.08,88.03,83.76,0.718,0.503,0.94,0.575,0.511,Fail
S0358,25,Male,BSc,3.76,111,26.48,5.86,15,9,1,6,42.46,89.7,40.75,0.915,0.38,0.597,0.846,0.598,Pass
S0359,31,Male,Diploma,2.97,122,16.85,34.34,22,14,0,8,40.69,49.24,91.07,0.298,0.558,0.432,0.985,0.051,Fail
S0360,33,Male,BSc,3.08,124,46.25,7.41,12,10,3,8,77.08,97.2,97.19,0.768,0.024,0.604,0.431,0.91,Fail
S0361,31,Male,MSc,3.84,133,18.01,49.1,16,15,0,1,45.31,95.8,67.64,0.539,0.827,0.672,0.447,0.338,Fail
S0362,29,Male,MSc,3.8,127,45.11,32.43,9,7,5,2,90.71,92.25,32.69,0.117,0.014,0.001,0.226,0.561,Pass
S0363,36,Female,Diploma,2.9,117,44.61,26.17,13,9,3,1,46.4,65.36,94.09,0.975,0.705,0.071,0.645,0.485,Pass
S0364,32,Other,Diploma,2.55,131,32.97,24.35,10,8,3,7,72.56,90.53,38.59,0.636,0.623,0.144,0.919,0.555,Fail
S0365,19,Male,Diploma,2.79,113,16.76,30.79,16,14,3,8,80.53,77.68,74.32,0.701,0.387,0.122,0.691,0.942,Pass
S0366,19,Other,BSc,2.78,125,25.74,9.08,10,14,5,3,53.75,52.32,58.06,0.581,0.199,0.623,0.429,0.399,Pass
S0367,39,Male,Diploma,2.57,128,26.0,46.85,15,7,5,3,93.3,86.49,99.44,0.914,0.737,0.509,0.418,0.243,Pass
S0368,36,Female,MSc,2.54,131,45.02,33.15,15,5,0,7,68.88,64.37,94.2,0.343,0.541,0.048,0.358,0.494,Fail
S0369,39,Male,MSc,3.72,105,15.69,13.28,18,9,4,8,58.92,57.53,84.92,0.608,0.743,0.014,0.295,0.261,Pass
S0370,39,Female,BSc,2.14,122,51.45,30.32,22,12,2,6,94.07,92.7,43.95,0.521,0.466,0.08,0.761,0.687,Fail
S0371,34,Other,MSc,3.36,140,48.05,11.0,14,14,4,8,91.5,91.74,78.94,0.821,0.111,0.506,0.604,0.049,Fail
S0372,37,Female,Diploma,2.35,134,19.32,5.79,14,16,0,2,82.58,91.86,70.05,0.959,0.794,0.244,0.629,0.143,Pass
S0373,27,Male,Diploma,2.69,119,45.96,33.37,18,10,3,7,57.43,91.57,39.47,0.873,0.098,0.904,0.828,0.478,Pass
S0374,23,Female,BSc,2.12,117,43.43,34.18,24,9,2,5,63.41,73.25,85.63,0.653,0.246,0.384,0.217,0.528,Fail
S0375,32,Male,BSc,2.54,109,47.41,31.27,13,12,4,6,81.38,77.02,36.05,0.319,0.352,0.443,0.873,0.549,Pass
S0376,39,Female,BSc,3.54,122,19.45,13.26,16,10,5,7,51.12,96.93,63.71,0.807,0.849,0.245,0.778,0.649,Pass
S0377,28,Female,Diploma,3.77,96,17.88,32.15,15,6,5,9,69.71,47.76,59.86,0.507,0.089,0.572,0.155,0.816,Fail
S0378,22,Male,MSc,2.44,100,21.82,7.54,20,11,1,7,84.26,88.38,86.43,0.935,0.478,0.441,0.489,0.067,Fail
S0379,18,Female,BSc,2.93,124,28.29,32.42,19,13,5,1,79.46,71.58,59.93,0.237,0.941,0.345,0.591,0.649,Fail
S0380,25,Female,BSc,2.94,124,49.68,29.93,14,9,4,5,83.2,98.7,78.6,0.877,0.238,0.89,0.392,0.922,Fail
S0381,38,Male,BSc,3.75,112,46.9,34.49,17,8,0,4,93.52,78.35,63.48,0.411,0.104,0.052,0.967,0.121,Fail
S0382,29,Female,BSc,3.53,106,56.27,45.3,13,4,2,8,98.1,49.75,70.74,0.541,0.527,0.401,0.418,0.476,Fail
S0383,29,Male,Diploma,3.03,124,12.93,43.27,12,8,1,7,67.5,88.93,46.87,0.1,0.791,0.377,0.245,0.318,Fail
S0384,22,Female,MSc,3.34,128,10.58,49.13,17,7,5,4,43.6,80.36,44.17,0.612,0.775,0.153,0.593,0.422,Pass
S0385,24,Female,BSc,3.69,117,44.96,48.93,15,4,5,3,90.06,48.94,79.69,0.862,0.949,0.679,0.59,0.78,Pass
S0386,21,Female,MSc,2.02,113,23.96,39.75,16,13,2,6,47.08,40.54,38.56,0.496,0.055,0.701,0.58,0.151,Fail
